Region Name,Indicator,Indicator Name,Indicator - Note,Indicator - Source,Indicator - unit,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
United States,ABA,People in Poverty,"The percentage of people who are below poverty. Following the Office of Management and Budget's (OMB) Statistical Policy Directive 14, the Census Bureau uses a set of money income thresholds that vary by family size and composition to determine who is in poverty. If a family's total income is less than the family's threshold, then that family and every individual in it is considered in poverty. The official poverty thresholds do not vary geographically, but they are updated for inflation using Consumer Price Index (CPI-U). The official poverty definition uses money income before taxes and does not include capital gains or noncash benefits (such as public housing, Medicaid, and food stamps).",U. S. Census Bureau,Percent,Percent,,,,,,,,,,,,,12.4,12.3,12.6,13.3,13.3,13.0,13.2,14.3,15.1,15.0,15.0,14.5,,,
United States,ABB,Violent Crime,"The violent crime figures include the offenses of murder, rape (legacy definition), robbery, and aggravated assault","Federal Bureau of Investigation (FBI), U. S. Department of Justice","Rate per 100,000 Inhabitants","Rate per 100,000 Inhabitants",729.6,758.2,757.7,747.1,713.6,684.5,636.6,611.0,567.6,523.0,506.5,504.5,494.4,475.8,463.2,469.0,479.3,471.8,458.6,431.9,404.5,387.1,386.9,367.9,,,
United States,ABK,Birth Rate,Birth rates are calculated as the number of births divided by total resident population in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",per 1000 population,per 1000 population,,,,,,,,,,,,,,13.82373,13.80706,13.77235,14.11294,14.3286,13.9684,13.465,12.9537,12.6884,12.5921,12.4385,,,
United States,ABL,Fertility Rate,Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Per 1000 females,Per 1000 females,,,,,,,,,,,,,,65.28647,65.78569,66.17824,68.43392,69.2902,68.1158,66.2252,64.1184,63.2402,62.9986,62.4753,,,
United States,ABM,Cancer Incidence,"Cancer case reports are counted by or summed by the cancer reported. For example, a single person with more than one primary cancer verified by a medical doctor is counted as a case report for each type of primary cancer reported. Having more than one primary cancer occurs in less than 20% of the population. The counts report the frequency of verified cancer diagnoses in the selected population and time period. Age-adjusted rates are calculated with age distribution ratios from the Year 2000 ""standard million"" population. An age-adjusted rate is a weighted average of the age-specific (crude) rates, where the weights are the proportions of persons in the corresponding age groups of a standard million population. The potential confounding effect of age is reduced when comparing age-adjusted rates computed using the same standard million population.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)","Age-Adjusted Rate, 2000 U.S. Std. Million","Age-Adjusted Rate, 2000 U.S. Std. Million",,,,,,,,,,500.20599999999996,500.81699999999995,509.024,505.784,494.356,492.509,492.406,494.89599999999996,498.981,494.596,488.63699999999994,472.657,466.426,,,,,
United States,ABN,Crude Death Rate,"Crude Rates are expressed as the number of deaths reported each calendar year per 100,000 population. Crude rates are helpful in determining the need for services for a given population, relative to another population, regardless of size. Crude rates are influenced by the underlying age distribution of the state's population. Even if two states have the same age-adjusted rates, the state with the relatively older population (as demonstrated by having a higher median age) will have higher crude rates because incidence or death rates for most cancers increase with increasing age.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,857.0089,854.0028,847.9608,849.5038,843.9231,818.8428,828.3856,813.1459,804.6019,812.9014,794.4554,799.5047,807.3167,810.2874,821.4983,,,
United States,ABO,Infant Mortality Rate (< 1 year),"The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the resident population that is under one year of age, not the number of live births","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,736.005,731.88,687.0259,709.4591,704.877,695.9194,710.22,705.8102,702.4595,678.9451,659.7084,623.3531,605.3622,599.4749,594.6548,,,
United States,ABP,Child Mortality Rate (1-4 years),,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,34.2182,32.3685,33.4106,31.386999999999997,31.7931,30.3393,29.8875,29.131,29.4343,29.309,27.3999,26.5482,26.2746,26.2835,25.5426,,,
United States,ABQ,Chlamydia Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,160.19,179.66,182.34599999999998,178.047,192.49099999999999,187.83700000000002,190.57,205.49200000000002,231.831,247.15900000000002,251.37900000000002,274.51599999999996,289.406,301.735,316.515,329.423,344.327,367.472,398.12,405.26199999999994,423.615,453.411,453.301,446.589,,,
United States,ABR,Gonorrhea Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,276.434,245.83599999999998,196.035,171.072,163.92700000000002,147.459,121.81700000000001,120.179,129.232,129.305,128.66899999999998,126.773,122.015,115.23100000000001,112.42200000000001,114.569,119.695,118.02600000000001,110.749,98.1002,100.193,103.292,106.662,106.081,,,
United States,ABS,Primary and Secondary Syphilis Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,20.2618,16.9776,13.2581,10.2059,7.8445,6.2127,4.2336,3.1381,2.5401,2.3713,2.1185,2.1390000000000002,2.3796,2.4679,2.7175,2.9432,3.2585,3.8015,4.4399,4.5592,4.4613,4.4834,4.9909,5.535,,,
United States,ABT,18- to 24-Year-Olds Who Were High School Completers,"High school completers include diploma recipients and those completing high school through alternative credentials, such as a GED.","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Percent,Percent,,,,,,,,,,,74.74970176,,,,,,,,,83.1038,,84.1369,85.3027,85.3461,86.1753,,
United States,ABU,Population 25 Years Old and Over Who Have Bachelor's or Higher Degree,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Percent,Percent,,,,,,,,,,,24.4,,,,,,,,,28.0223,,28.565,29.1827,29.6004,18.6459,,
United States,ABV,Enrollment in Public Elementary and Secondary Schools,"Actual Data: 1990 - 2013, Projection Data:2014-2025","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,41216683.0,,,,,44840481.0,,,,,47203539.0,47671870.0,48183086.0,48540215.0,48795465.0,49113298.0,49315842.0,49290559.0,49265572.0,49360982.0,49484181.0,49521669.0,49771118.0,50044522.0,50131600.0,50268100.0,50385200.0
United States,ABW,Average Daily Attendance in Public Elementary and Secondary Schools,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,37799296.0,,,,,,,,,,43806726.0,44604592.0,45017360.0,45325731.0,45325731.0,45625458.0,45931617.0,46132663.0,46155880.0,46173477.0,45919206.0,46118737.0,46400465.0,46553754.0,46784541.0,,
United States,ABX,Public Elementary and Secondary Teachers,Teachers reported in full-time equivalents (FTE),"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,,,,,,,,,,,2941460.7,,,,,3143003.0,,3178142.0,3222154.0,3209671.68,3099094.71,3103262.56,3109101.08,3113764.2,3132351.07,,
United States,ABY,Pupil/Teacher Ratios in Public Elementary and Secondary Schools,"Teachers reported in full-time equivalents (FTE). The pupil/teacher ratio includes teachers for students with disabilities and other special teachers, while these teachers are generally excluded from class size calculations. Ratios reflect totals reported by states and differ from totals reported for schools or school districts.","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Rate,Rate,,,,,,,,,,,16.04765245,,,,,15.62623,15.574779999999999,15.50985,15.28963917,15.37882591,15.96730195,15.95793718,16.00820196,16.07203333,16.06224203,,
United States,ABZ,Public High School Graduates,"Actual Data: 1990 - 2013, Projection Data:2014-2026","U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",Number,Number,2320337.0,,,,,,,,,,2553844.0,,,,2753438.0,2799250.0,2815544.0,2893045.0,3001337.0,3039015.0,3128022.0,3144100.0,3149185.0,3169257.0,3168650.0,3166260.0,3192220.0
United States,ACA,Current Expenditure per Pupil in Average Daily Attendance in Public Elementary and Secondary Schools,,"U.S. Department of Education, Institute of Education Sciences, National Center for Education Statistics",dollars,dollars,4979.705413000001,5257.765497,5421.0,5583.661158,5767.46121,5989.022895,6146.912584000001,6392.841618,6675.557196,7013.1820370000005,7393.57942,7903.652661,8258.746234,8609.869985,8899.809438,9316.017498000001,9778.261072,10335.71823,10982.00748,11238.54809,11426.92324,11433.343,11362.11126,11509.1862,11830.84797,,
United States,ACB,Crops Production,Excluding horticulture. State value of production is computed by multiplying each State price (marketing year average) by its production. Value of production for theUnited States is the sum of State values for all States listed for the crop. Value of production estimates relate to the crop year. These estimates should not be confused with cash receipts which relate to sales during a calendar year irrespective of the year of production.,U. S. Department of Agriculture,Thousands of Dollars,Thousands of Dollars,,,,,,,,100668793.0,,,,,95151955.0,,,,,166105717.0,168375568.0,158641034.0,191098825.0,211359330.0,223867206.0,210091436.0,192760371.0,,
United States,ACD,Land Area,Total land area including non-agricultural,U. S. Department of Agriculture,Acres,Acres,,,,,,,,,,,,,2263960501.0,,,,,2260994361.0,,,,,2260583852.0,,,,
Alabama,AAC,Persons Obtaining Legal Permanent Resident Status,Legal permanent residents (LPRs) are persons who have been granted lawful permanent residence in the United States. They are also known as “green card” recipients,U. S. Department of Homeland Security,Number of persons,Number of persons,,,,,,,,,,,,,,1689.0,2247.0,4200.0,4277.0,3393.0,3877.0,3891.0,3740.0,4063.0,3873.0,3848.0,3685.0,3928.0,
Alabama,AAD,Total Federal Government Expenditure,"Include federal expenditures or obligation for the grants, salaries and wages, procurement contracts, direct payments for individuals, including retirement and disability and other direct payments. Total expenditure does not include data on contingent liabilities (loans and insurance)","U. S. Census Bureau, Consolidated Federal Funds Report (CFFR)",Millions of dollars,Millions of dollars,,,,,,,23400.0,24600.0,25300.0,27200.0,29200.0,31700.0,34300.0,36900.0,39000.0,42100.0,43900.0,47900.0,48000.0,54700.0,56500.0,,,,,,
Alabama,AAE,Number of Farms,"A farm is any establishment from which $1,000 or more of agricultural products were sold or would normally be sold during the year. Number of farms and land in farms were revised for 2007 at the U.S. and State level based on the Census of Agriculture",United States Department of Agruculture (USDA),Number,Number,,,,,,,,,,,,46000.0,45000.0,45000.0,44000.0,43500.0,43000.0,48800.0,47600.0,46800.0,46000.0,45000.0,43200.0,43500.0,43400.0,43200.0,44000.0
Alabama,AAF,Total Employment,"The BEA employment series for states and local areas comprises estimates of the number of jobs, full-time plus part-time, by place of work. Full-time and part-time jobs are counted at equal weight. Employees, sole proprietors, and active partners are included, but unpaid family workers and volunteers are not included.",U. S. Bureau of Economic Analysis (BEA),Thousands of Jobs,Thousands of Jobs,2047865.0,2060099.0,2097425.0,2158752.0,2180001.0,2241551.0,2275108.0,2321253.0,2361174.0,2377407.0,2392880.0,2376024.0,2366944.0,2374124.0,2429239.0,2490744.0,2550043.0,2608233.0,2588028.0,2487389.0,2462162.0,2500322.0,2504840.0,2524124.0,2551518.0,2594292.0,
Alabama,AAH,Extended Mass Layoff Events,"Total private nonfarm. Extended mass layoff is an event where 50 or more workers filed initial claims for unemployment insurance benefits from a private nonfarm employer during a consecutive 5-week period, with at least 50 workers separated for more than 30 days. In States with trigger levels of fewer than 50 initial claimants, employers must confirm that 50 or more people were laid off for more than 30 days in order for events to be classified as extended mass layoffs.",U. S. Bureau of Labor Statistics (BLS),Number of Events,Number of Events,,,,,,,,,65.0,77.0,62.0,105.0,74.0,30.0,18.0,14.0,52.0,39.0,60.0,79.0,47.0,41.0,44.0,,,,
Alabama,AAI,Separations,Separations indicate the number of employees laid off in the extended mass layoff events. Total private nonfarm.,U. S. Bureau of Labor Statistics (BLS),Number,Number,,,,,,,,,12601.0,12622.0,10562.0,21712.0,15325.0,5200.0,3588.0,1639.0,9567.0,7594.0,13237.0,22102.0,10752.0,9836.0,8133.0,,,,
Alabama,AAQ,Average Compensation per Job,Average compensation per job is compensation of employees divided by total full-time and part-time wage and salary employment,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,24658.0,25786.0,27221.0,27833.0,28865.0,29477.0,30276.0,31242.0,32286.0,33571.0,34858.0,36305.0,37648.0,39270.0,40872.0,42500.0,44028.0,45498.0,47055.0,48402.0,49833.0,50917.0,51251.0,51524.0,52991.0,53958.0,
Alabama,AAG,Drop in Welfare Rolls,,,Number of families on welfare,Number of families on welfare,,,,51910.0,,,,,,,18677.0,,,,,,,,,,,,,,,,
Alabama,AAK,Personal Income,"The personal income of an area is defined as the income that is received by, or on behalf of, all the individuals who live in the area; therefore, the estimates of personal income are presented by the place of residence of the income recipients. Personal income consists of the income that is received by persons from participation in production, from government and business transfer payments, and from government interest (which is treated like a transfer payment). It is calculated as the sum of wage and salary disbursements, other labor income, proprietors' income with inventory valuation and capital consumption adjustments, rental income of persons with capital consumption adjustment, personal dividend income, personal interest income, and transfer payments to persons, less personal contributions for social insurance.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,64070364.0,67662101.0,72847428.0,76199461.0,80680540.0,85362072.0,89084446.0,93822199.0,99767737.0,103105812.0,108000944.0,111693478.0,114176585.0,119399497.0,128541881.0,136187496.0,144954288.0,152246048.0,157727573.0,155513766.0,161256950.0,166595407.0,170881367.0,172789879.0,178976771.0,184784917.0,190791463.0
Alabama,AAL,Per Capita Personal Income,Calculated as the total personal income of the residents of an area divided by the population of the area. Per capita personal income is often used as an indicator of consumers' purchasing power and of the economic well-being of the residents of an area.,U. S. Bureau of Economic Analysis (BEA),dollars,dollars,15820.0,16506.0,17537.0,18082.0,18938.0,19866.0,20569.0,21480.0,22650.0,23274.0,24258.0,25001.0,25485.0,26513.0,28371.0,29802.0,31315.0,32581.0,33430.0,32685.0,33697.0,34708.0,35482.0,35778.0,36954.0,38070.0,39231.0
Alabama,AAM,Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. Personal current taxes is tax payments (net of refunds) that are made by persons and that are not chargeable to business expense and certain other payments by persons to government agencies (except government enterprises) that are treated like taxes. Personal current taxes includes taxes on income, including realized net capital gains, and on personal property. Also included in personal current taxes are personal licenses. Contributions for government social insurance are not included.",U. S. Bureau of Economic Analysis (BEA),Millions of dollars,Millions of dollars,57240396.0,60675532.0,65529630.0,68466349.0,72235176.0,76251837.0,79270413.0,83209782.0,88543240.0,91373205.0,95835660.0,99171424.0,103044970.0,108702895.0,117548086.0,123310841.0,130245408.0,136506740.0,141779525.0,143065352.0,148031950.0,151548127.0,156018286.0,156649752.0,162417216.0,167035750.0,173006388.0
Alabama,AAN,Per Capita Disposable Personal Income,"Disposable personal income is total personal income minus personal current taxes. This measure of income is calculated as the disposable personal income of the residents of a given area divided by the resident population of the area. In computing disposable per capita personal income, BEA uses the Census Bureau's annual midyear population estimates.",U. S. Bureau of Economic Analysis (BEA),dollars,dollars,14133.0,14802.0,15775.0,16247.0,16956.0,17746.0,18303.0,19050.0,20102.0,20625.0,21526.0,22198.0,23001.0,24137.0,25945.0,26984.0,28137.0,29213.0,30049.0,30069.0,30933.0,31573.0,32396.0,32436.0,33535.0,34413.0,35574.0
Alabama,ABA,People in Poverty,"The percentage of people who are below poverty. Following the Office of Management and Budget's (OMB) Statistical Policy Directive 14, the Census Bureau uses a set of money income thresholds that vary by family size and composition to determine who is in poverty. If a family's total income is less than the family's threshold, then that family and every individual in it is considered in poverty. The official poverty thresholds do not vary geographically, but they are updated for inflation using Consumer Price Index (CPI-U). The official poverty definition uses money income before taxes and does not include capital gains or noncash benefits (such as public housing, Medicaid, and food stamps).",U. S. Census Bureau,Percent,Percent,,,,,,,,,,,,,15.5,14.7,16.0,16.9,16.6,16.9,15.7,16.6,17.3,15.4,16.2,16.7,,,
Alabama,ABB,Violent Crime,"The violent crime figures include the offenses of murder, rape (legacy definition), robbery, and aggravated assault","Federal Bureau of Investigation (FBI), U. S. Department of Justice","Rate per 100,000 Inhabitants","Rate per 100,000 Inhabitants",708.6,844.2,871.7,780.4,683.7,632.4,565.4,564.5,512.1,490.2,486.2,438.2,445.0,429.2,427.0,433.0,425.2,448.9,452.8,450.1,383.7,419.8,449.9,418.1,,,
Alabama,ABK,Birth Rate,Birth rates are calculated as the number of births divided by total resident population in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",per 1000 population,per 1000 population,,,,,,,,,,,,,,13.22,13.13,13.23,13.66,13.8682,13.6802,13.1307,12.5635,12.3584,12.1211,12.0336,,,
Alabama,ABL,Fertility Rate,Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given year,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Per 1000 females,Per 1000 females,,,,,,,,,,,,,,62.58,62.66,63.57,66.14,67.6118,67.1878,64.9388,62.5117,61.8152,60.9466,60.606,,,
Alabama,ABM,Cancer Incidence,"Cancer case reports are counted by or summed by the cancer reported. For example, a single person with more than one primary cancer verified by a medical doctor is counted as a case report for each type of primary cancer reported. Having more than one primary cancer occurs in less than 20% of the population. The counts report the frequency of verified cancer diagnoses in the selected population and time period. Age-adjusted rates are calculated with age distribution ratios from the Year 2000 ""standard million"" population. An age-adjusted rate is a weighted average of the age-specific (crude) rates, where the weights are the proportions of persons in the corresponding age groups of a standard million population. The potential confounding effect of age is reduced when comparing age-adjusted rates computed using the same standard million population.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)","Age-Adjusted Rate, 2000 U.S. Std. Million","Age-Adjusted Rate, 2000 U.S. Std. Million",,,,,,,,,,,445.525,467.84,470.374,450.611,473.936,474.264,478.04,488.45300000000003,497.412,489.566,476.525,464.27099999999996,,,,,
Alabama,ABN,Crude Death Rate,"Crude Rates are expressed as the number of deaths reported each calendar year per 100,000 population. Crude rates are helpful in determining the need for services for a given population, relative to another population, regardless of size. Crude rates are influenced by the underlying age distribution of the state's population. Even if two states have the same age-adjusted rates, the state with the relatively older population (as demonstrated by having a higher median age) will have higher crude rates because incidence or death rates for most cancers increase with increasing age.","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,1011.3899,1013.2896,1014.3176,1028.3055,1037.3286,1017.9598,1030.4597,1014.8454,999.3066,1011.1258,997.7011,1005.0346,1013.8438,1023.3672,1038.3096,,,
Alabama,ABO,Infant Mortality Rate (< 1 year),"The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the resident population that is under one year of age, not the number of live births","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,1030.8402,1000.0503,921.3969,914.1326,894.5037,875.6597,955.8428,938.7896,1018.9645,959.0071,836.6643,870.8539,822.8992,888.3982,857.3042,,,
Alabama,ABP,Child Mortality Rate (1-4 years),,"U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,,,,,,51.238,40.9165,41.6867,43.0229,40.4751,44.7176,36.7062,43.5704,32.0144,38.585,42.6896,32.6663,40.5024,38.4805,34.7768,,,
Alabama,ABQ,Chlamydia Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,,,,,11.9242,74.1947,191.77599999999998,199.27,228.50599999999997,279.336,344.184,325.001,347.954,315.703,293.895,375.37800000000004,498.25699999999995,543.514,531.114,550.661,565.743,616.856,635.024,611.03,,,
Alabama,ABR,Gonorrhea Incidence,"The rate is calculated as the disease incidence count reported, divided by the population, and then the result is multiplied by 100,000. The data are based on case reports of sexually transmitted diseases submitted by state and local health departments to CDC's Division of STD/HIV Prevention","U. S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS)",Rate per 100000 Population,Rate per 100000 Population,532.487,509.324,423.711,374.75699999999995,372.773,341.719,304.057,275.439,289.168,245.771,270.95799999999997,250.218,225.521,206.699,181.141,206.37099999999998,231.89700000000002,235.206,208.928,159.237,165.972,190.141,192.243,173.72400000000002,,,
